n_pruned,n_kept,keep_frac,rec_prior,rec_zero,prior_zero_gap
5.707000000000000000e+03,4.370000000000000000e+02,7.112630208333332871e-02,1.151900156656901070e-01,1.117562327067057326e-01,3.433782958984374356e-03
5.711000000000000000e+03,4.330000000000000000e+02,7.047526041666667129e-02,1.152371012369791670e-01,1.117750935872395823e-01,3.462007649739584636e-03
5.715000000000000000e+03,4.290000000000000000e+02,6.982421875000000000e-02,1.152358805338541681e-01,1.117925364176432235e-01,3.443344116210944605e-03
5.719000000000000000e+03,4.250000000000000000e+02,6.917317708333332871e-02,1.152330902099609339e-01,1.118129425048828146e-01,3.420147705078119271e-03
5.723000000000000000e+03,4.210000000000000000e+02,6.852213541666667129e-02,1.152379791259765668e-01,1.118283386230468773e-01,3.409640502929689454e-03
5.727000000000000000e+03,4.170000000000000000e+02,6.787109375000000000e-02,1.153872670491536412e-01,1.118449717203776062e-01,3.542295328776035035e-03
5.731000000000000000e+03,4.130000000000000000e+02,6.722005208333332871e-02,1.153844451904296881e-01,1.118635030110677053e-01,3.520942179361982727e-03
5.735000000000000000e+03,4.090000000000000000e+02,6.656901041666667129e-02,1.153749572753906272e-01,1.118876210530598964e-01,3.487336222330730817e-03
5.739000000000000000e+03,4.050000000000000000e+02,6.591796875000000000e-02,1.154267954508463589e-01,1.119003906249999986e-01,3.526404825846360391e-03
5.743000000000000000e+03,4.010000000000000000e+02,6.526692708333332871e-02,1.153797688802083304e-01,1.119209320068359353e-01,3.458836873372395093e-03
5.747000000000000000e+03,3.970000000000000000e+02,6.461588541666667129e-02,1.153462738037109442e-01,1.119427449544270897e-01,3.403528849283854463e-03
5.751000000000000000e+03,3.930000000000000000e+02,6.396484375000000000e-02,1.154107828776041733e-01,1.119616851806640584e-01,3.449097696940114921e-03
5.755000000000000000e+03,3.890000000000000000e+02,6.331380208333332871e-02,1.154965901692708297e-01,1.119806986490885364e-01,3.515891520182293228e-03
5.759000000000000000e+03,3.850000000000000000e+02,6.266276041666667129e-02,1.154826314290364614e-01,1.119982533772786448e-01,3.484378051757816563e-03
5.763000000000000000e+03,3.810000000000000000e+02,6.201171875000000000e-02,1.155451558430989623e-01,1.120163228352864526e-01,3.528833007812509637e-03
5.767000000000000000e+03,3.770000000000000000e+02,6.136067708333333565e-02,1.155835184733072923e-01,1.120388661702474004e-01,3.544652303059891985e-03
5.771000000000000000e+03,3.730000000000000000e+02,6.070963541666666435e-02,1.155796752929687532e-01,1.120609324137369772e-01,3.518742879231775977e-03
5.775000000000000000e+03,3.690000000000000000e+02,6.005859375000000000e-02,1.156677805582682350e-01,1.120809499104817725e-01,3.586830647786462545e-03
5.779000000000000000e+03,3.650000000000000000e+02,5.940755208333333565e-02,1.155875966389973974e-01,1.120970733642578099e-01,3.490523274739587567e-03
5.783000000000000000e+03,3.610000000000000000e+02,5.875651041666666435e-02,1.156519317626953092e-01,1.121187235514322922e-01,3.533208211263016985e-03
5.787000000000000000e+03,3.570000000000000000e+02,5.810546875000000000e-02,1.156192810058593728e-01,1.121455780029296939e-01,3.473703002929678929e-03
5.791000000000000000e+03,3.530000000000000000e+02,5.745442708333333565e-02,1.156976033528645809e-01,1.121696034749348897e-01,3.527999877929691164e-03
5.795000000000000000e+03,3.490000000000000000e+02,5.680338541666666435e-02,1.157049519856770819e-01,1.121882253011067671e-01,3.516726684570314898e-03
5.799000000000000000e+03,3.450000000000000000e+02,5.615234375000000000e-02,1.158427480061848952e-01,1.122045562744140579e-01,3.638191731770837323e-03
5.803000000000000000e+03,3.410000000000000000e+02,5.550130208333333565e-02,1.156694356282552127e-01,1.122241099039713585e-01,3.445325724283854196e-03
